少　ショウ
少　すこ。し
少　すく。ない
尺　しゃく
幻　ゲン
幻　まぼろし
弔　チョウ
弔　とむら。い
弔　とまら。う
引　イン
引　ヒキ
引　ひ。く
心　シン
心　こころ
戸　コ
戸　と
手　シュ
手　て
支　シ
収　シュウ
収　おさ。める
文　ブン
文　モン
斗　ト
斤　キン
方　ホウ
方　かた
日　ニチ
日　ジツ
日　ひ
月　ゲツ
月　ガツ
月　つき
木　モク
木　ボク
木　き
止　シ
止　とめ
止　と。める
止　と。まる
比　ヒ
比　くら。べる
毛　モウ
氏　シ
氏　うじ
水　スイ
水　みず
火　カ
火　ひ
父　フ
父　ちち
片　ヘン
片　かた
牛　ギュウ
牛　うし
犬　ケン
犬　いぬ
王　オウ
欠　ケツ
欠　か。ける
欠　か。く
予　よ
双　ソウ
升　ショウ
且　カツ
凹　オウ
凸　トツ
世　セイ
世　セ
世　よ
丘　キュウ
丘　おか
丙　ヘイ
主　シュ
主　ス
主　ぬし
仕　シ
仕　つか。える
他　タ
付　フ
付　つ。く
付　つ。ける
仙　セン
代　ダイ
代　よ
代　か。わり
代　か。わる
令　レイ
以　イ
兄　ケイ
兄　キョウ
兄　あに
冊　サツ
冬　トウ
冬　冬
出　シュツ
出　すい
出　で。る
出　だ。す
刊　カン
功　コウ
功　ク
加　カ
加　くわ。える
加　くわ。わる
包　ホウ
包　つつ。む
北　コク
北　きた
半　ハン
半　なか。ば
占　セン
占　うらな。い
占　うらな。う
占　し。める
去　コ
去　キョ
去　さ。る
古　コ
古　ふる。い
句　ク
召　ショウ
召　め。す
可　カ
史　シ
右　ユウ
右　ウ
右　みぎ
司　シ
囚　シユウ
四　シ
四　よん
四　よ
四　よっつ
圧　アツ
外　ガイ
外　ゲ
外　ほか
外　そと
央　オウ
失　シツ
失　うしな。う
奴　ド
写　シャ
写　うつ。す
尼　二
尼　あま
左　サ
左　ひだり
巧　コウ
巧　たくみ
巧　たく。みに
巨　キョ
市　シ
市　いち
布　フ
布　ぬの
平　ビョウ
平　ヘイ
平　たいら
平　ひら。たい
平　ひら。たく
幼　ヨウ
幼　おさな。い
広　コウ
広　ひろ。い
広　ひろ。げる
広　ひろ。がる
庁　チョウ
必　ヒツ
必　かなら。ず
打　ダ
打　う。つ
払　フツ
払　はら。う
斥　セキ
未　ミ
末　マツ
末　すえ
本　ホン
札　サツ
札　ふだ
正　セイ
正　ショウ
正　ただ。しい
母　ボ
母　はは
民　ミン
民　たみ
氷　ヒョウ
氷　こおり
永　エイ
汁　ジュウ
汁　しる
犯　ハン
犯　おか。す
玄　ゲン
玉　ギョク
玉　たま
甘　カン
甘　あま。い
生　セイ
生　ショウ
生　う。む
生　う。まれる
生　き
生　なま
用　ヨウ
用　みち。いる
田　デン
田　た
由　ユウ
由　ユ
由　よし
甲　コウ
甲　カン
申　シン
申　もう。す
白　ハク
白　ビャク
白　しろ。い
皮　ヒ
皮　かわ
皿　さら
目　モク
目　め
矛　ム
矢　シ
矢　や
石　コク
石　セキ
石　シャク
石　いし
示　シ
示　ジ
示　しめ。す
礼　レイ
穴　ケツ
穴　あな
立　リツ
立　た。つ
台　タイ
台　ダイ
旧　キュウ
処　ショ
処　しょ。する
号　ゴウ
弁　ベン
込　こ。む
込　こ。める
込　こ。み
辺　ヘン
交　コウ
交　まじ。る
交　まじ。わる
仰　ギョウ
仰　コウ
仰　あお。ぐ
仰　おお。せ
仲　チュウ
仲　なか
件　ケン
任　ニン
任　まか。せる
企　キ
企　くわだ。て
企　くわだ。てる
伏　フク
伏　ふせる
伐　バツ
休　キュウ
休　やす。み
休　やす。む
仮　カ
仮　ケ
仮　かり
伝　デン
伝　つた。える
伝　つた。わる
充　ジュウ
充　あ。てる
兆　チョウ
先　セン
先　さき
光　コウ
光　ひかり
光　ひか。る
全　ゼン
全　まった。く
両　リョウ
共　キョウ
共　とも
再　サイ
再　ふたた。び
刑　ケイ
列　レツ
劣　レツ
劣　おと。る
匠　ショウ
印　イン
印　しるし
危　キ
危　あや。うい
叫　キョウ
叫　さけ。ぶ
各　カク
合　ゴウ
合　あ。う
吉　キチ
同　ドウ
同　おな。じ
名　メイ
名　ミョウ
名　な
后　コウ
吏　リ
吐　ト
吐　は。く
向　コウ
向　む。く
向　む。かう
吸　キュウ
吸　す。う
回　カイ
回　まわ。る
回　まわ。り
回　まわ。す
因　イン
因　よ。る
団　ダン
在　ザイ
地　千
地　ジ
壮　ソウ
多　タ
多　おお。い
好　コウ
好　この。む
好　す。く
如　ジョ
如　ニョ
妄　モウ
妄　ボウ
妃　ヒ
字　ジ
字　あざ
存　ソン
存　ぞん
存　ぞん。する
宅　タク
宇　ウ
守　シュ
守　ㇲ
守　まも。る
安　アン
安　やす。い
寺　ジ
寺　てら
州　シユウ
巡　ジュン
巡　めぐ。る
帆　ハン
帆　ほ
年　ネン
年　とし
式　シキ
忙　ボウ
忙　いそが。しい
成　セイ
成　ジョウ
成　な。る
成　な。す
扱　あつか。う
旨　シ
旨　むね
早　ソウ
早　はや。い
旬　ジュン
曲　キョク
曲　ま。がる
曲　ま。げる
会　カイ
会　エ
会　あ。う
有　ユウ
有　ウ
有　あ。る
朱　シュ
朴　ボク
机　キ
机　つくえ
朽　キュウ
朽　く。ちる
次　シ
次　ジ
次　つぎ
次　つ。ぐ
死　シ
死　し。ぬ
毎　マイ
気　キ
気　ケ
汗　カン
汗　あせ
汚　オウ
汚　けが。す
汚　けが。れる
江　コウ
江　え
池　千
池　いけ
灰　カイ
灰　はい
争　ソウ
争　あらそ。う
争　あらそ。い
当　トウ
当　あ。たる
当　あ。てる
百　ヒャク
尽　ジン
尽　つ。くす
竹　チク
竹　たけ
米　ベイ
米　マイ
米　こめ
糸　シ
糸　いと
缶　カン
羊　ヨウ
羊　ひつじ
羽　ウ
羽　は
羽　はね
老　ロウ
老　おい
老　お。いる
考　コウ
考　かんが。え
考　かんが。える
耳　ジ
耳　みみ
肉　ニク
肌　はだ
自　ジ
自　シ
自　みずか。ら
至　シ
至　いた。る
舌　ゼツ
舌　した
舟　シユウ
舟　ふね
色　シキ
色　ショク
色　いろ
芋　いも
芝　しば
虫　チュウ
虫　むし
血　ケツ
血　ち
行　アン
行　コウ
行　ギョウ
行　い。く
行　ゆ。く
行　おこ。なう
衣　イ
衣　ころも
西　サイ
西　セイ
西　にし
弐　二
迅　ジン 
乱　ラン
乱　みだ。でる
乱　みだ。す
亜　ア
伯　ハク
伴　ハン
伴　バン
伴　とも。なう
伸　シン
伸　の。びる
伸　の。ばす
伺　シ
伺　うかが。う
伺　うかが。い
似　ジ
似　に。る
但　ただ。し
位　イ
位　くらい
位　ぐらい
低　テイ
低　ひく。い
住　ジュウ
住　す。む
佐　サ
何　カ
何　なん
何　なに
作　サ
作　サク
作　つく。る
体　タイ
体　テイ
来　ライ
来　く。る
克　コク
児　ジ
児　ニ
兵　ヘイ
冷　レイ
冷　ひ。える
冷　ひ。やす
冷　つめ。たい
初　ショウ
初　はつ
初　はじめ
判　ハン
判　バン
別　ベツ
別　わか。れる
利　リ
助　ジョ
助　たす。ける
助　たす。かる
努　ド
努　つと。める
労　ロウ
励　レイ
励　はげ。む
却　キャク
卵　ラン
卵　たまご
即　ソク
君　クン
君　きみ
吟　ギン
吟　ぎん。する
否　ヒ
否　いな
含　ガン
含　ふく。む
呈　テイ
呈　てい。する
呉　ゴ
吹　スイ
吹　ふ。く
告　コク
告　つ。げる
困　コン
困　こま。る
囲　イ
囲　かこ。む
図　ト
図　ズ
坂　ハン
坂　さか
均　キン
坊　ボウ
坑　コウ
壱　イチ
寿　ジ
寿　ことぶき
妊　ニン
妙　ミョウ
妥　ダ
妨　ボウ
妨　さまた。げる
孝　コウ
完　カン
対　タイ
対　ツイ
尾　ビ
尿　ニョウ
局　キョク
岐　キ
希　キ
床　ショウ
床　とこ
床　ゆか
序　ジョ
延　エン
延　の。びる
延　の。ばす
延　の。べ
廷　テイ
弟　タイ
弟　テイ
弟　おとうと
形　ケイ
形　ギョウ
形　かたち
役　エキ
役　ヤク
忌　キ
忌　い。む
忍　ニン
忍　しのぶ
志　シン
志　こころざし
志　こころず。す
忘　ボウ
忘　わす。れる
快　カイ
快　こころよい
応　オウ
応　おう。ずる
我　ガイ
我　われ
戒　カイ
戒　いまし。める
戒　いましめ
戻　もど。す
扶　フ
批　ヒ
技　ギ
抄　ショウ
把　把
抑　ヨク
投　トウ
投　な。げる
抗　コウ
折　セツ
折　お。る
抜　バツ
抜　ぬ。く
択　タク
改　カイ
改　あらた。める
攻　コウ
攻　せ。める
攻　せ。め
更　コウ
更　さら。に
材　ザイ
村　ソン
村　むら
束　ソク
束　たば
条　ジョウ
杉　すぎ
求　キュウ
求　もと。め
求　もと。める
決　ケツ
決　き。める
決　き。まる
汽　キ
沈　ちんず。む
没　ボツ
没　ぼっ。する
沖　おき
沢　タク
沢　さわ
災　サイ
災　わざわ。い
状　ジョウ
狂　キョウ
狂　くる。い
狂　くる。う
男　ダン
男　ナン
男　おとこ
町　チョウ
町　まち
芸　ゲイ
社　シャ
社　やしろ
秀　シュウ
私　シ
私　わたし
私　わたくし
究　キュウ
系　ケイ
声　セイ
声　こえ
肖　ショウ
肝　カン
肝　きも
臣　シン
臣　ジン
良　リョウ
良　よ。い
花　カ
花　はな
芳　ホウ
芳　かんば。しい
芽　ガ
芽　め
見　ケン
見　み。る
見　み。える
見　み。せる
角　カク
角　つの
言　ゲン
言　い。う
言　こと
谷　コク
谷　たに
豆　ト
豆　ズ
豆　まめ
貝　カイ
売　バイ
売　う。る
赤　セキ
赤　シャク
赤　あか
赤　あか。い
走　ソウ
走　はし。る
足　ソク
足　あし
足　た。りる
身　シン
身　み
車　シャ
車　くるま
辛　シン
辛　から。い
迎　ゲイ
迎　むか。え
迎　むか。える
返　ヘン
返　か。えす
近　キン
近　ちか。い
邦　ホウ
邪　ジャ
医　イ
里　リ
里　さと
防　ボウ
防　ふせ。ぐ
余　ヨウ
余　あま。り
余　あま。る
麦　バク
麦　むぎ
乳　ニュウ
乳　ちち
乳　ち
事　ジ
事　こと
享　キョウ
京　キョウ
京　ケイ
佳　カ
使　シ
使　つか。う
例　レツ
例　たとえ
侍　ジ
侍　じ。する
供　キョウ
供　グ
供　とも
供　そな。える
依　イ
依　エ
併　ヘイ
価　カ
価　あたい
免　メン
免　まぬか。れる
免　めん。ずる
具　グ
典　テン
到　トウ
制　セイ
制　せい。する
刷　サツ
刷　す。る
刷　ずり
券　ケン
刺　シ
刺　さ。す
刻　コク
刻　こざ。む
効　コウ
劾　ガイ
卒　トツ
卓　タク
協　キョウ
卸　おろ。す
卸　おろし
参　サン
参　まい。る
叔　シュク
取　シュ
取　と。る
浮　ジュ
浮　う。け
浮　う。ける
周　シュウ
味　ミ
味　あじ
呼　コ
呼　よ。ぶ
命　メイ
命　ミョウ
命　いのち
和　ワ
和　やわ。らぐ
固　コ
固　かた。い
固　かた。める
固　かた。まる
国　コク
国　くに
坪　つぼ
垂　スイ
夜　ヤ
夜　よ
夜　よる
奇　キ
奉　ホウ
奉　たてまつ。る
奉　ほう。ずる
奔　ホン
妹　マイ
妹　いもうと
姉　シ
姉　あね
妻　サイ
妻　つま
始　シ
始　はじ。まる
始　はじ。める
姓　ショウ
姓　セイ
委　イ
季　キ
学　ガク
学　まな。ぶ
宗　シュウ
宗　ソウ
官　カン
宙　チュウ
定　テイ
定　ジョウ
定　さだ。める
宜　ギ
実　ジツ
実　み
実　みの。る
宝　ホウ
宝　たから
居　キョ
居　い。る
届　とど。く
届　とど。ける
屈　クツ
屈　くっする
岩　ガン
岩　いわ
岸　ガン
岸　きし
岳　ガク
岳　たけ
岬　みさき
幸　コウ
幸　さいわ。い
底　テイ
底　そこ
店　テン
店　みせ
府　フ
弦　ゲン
弦　つる
彼　ヒ
彼　かれ
彼　か。の
往　オウ
征　セイ
径　ケイ
忠　チュウ
念　ネン
怖　フ
怪　カイ
怪　あや。しい
怪　あや。しむ
性　セイ
性　ショウ
房　ボウ
所　ショ
所　ところ
尚　ショウ
承　ショウ
承　うけたまわ。る
抱　ホウ
抱　だ。く
抵　テイ
押　オウ
押　お。す
押　お。し
押　お。さえる
抽　チュウ
拍　ハク
拍　ヒョウ
拒　キョ
拒　こば。む
拓　タク
拘　コウ
拙　セツ
招　ショウ
招　まね。く
拝　ハイ
拝　おが。む
披　ヒ
拠　キョ
拠　コ
拡　カク
放　ホウ
放　はな。す
放　はな。つ
昇　ショウ
昆　コン
明　メイ
明　ミョウ
明　あ。かり
明　あ。けら
明　あき。らか
易　イ
易　エキ
昔　セキ
昔　シャク
昔　むかし
服　フク
杯　ハイ
東　トウ
東　ひがし
松　ショウ
松　まつ
板　ハン
板　いた
析　セキ
林　リン
林　はやし
枚　マイ
枝　シ
枝　えだ
果　カ
果　はて
果　はた。す
侮　ブ
侮　あなど。る
枢　スウ
欧　オウ
殴　オウ
歩　ホ
歩　ブ
歩　あゆ。む
歩　ある。く
武　ブ
武　ム
毒　ドク
河　カ
泥　デイ
泥　どろ
沸　フツ
沸　わ。く
油　ユ
油　あぶら
治　チ
治　ジ
治　おさ。める
沼　ショウ
沿　エン
沿　そ。う
況　キョウ
泊　ハク
泊　と。まる
泊　と。める
泡　オウ
泡　あわ
泌　ヒツ
法　ホウ
波　ハ
波　なみ
泣　キュウ
泣　な。く
注　チュウ
注　そそ。ぐ
泳　エイ
泳　およ。ぐ
炊　スイ
炎　エン
炎　ほのお
炉　ロ
版　ハン
牧　ボク
牧　まき
物　ブツ
物　モツ
物　もの
画　ガ
画　カク
的　テキ
的　まと
盲　モウ
盲　めくら
直　チョク
直　ジキ
直　なお。す
知　チ
知　し。る
祈　キ
祈　いの。る
祈　いの。り
祉　シ
空　クウ
空　そら
突　トツ
突　つ。く
並　ヘイ
並　なみ
並　なら。べる
並　なら。びに
者　シャ
者　もの
肥　ヒ
肥　こ。える
肥　こ。やす
肩　ケン
肩　かた
肪　ボウ
肢　シ
肯　コウ
育　イク
育　そだ。てる
舎　シャ
苗　ビョウ
苗　なえ
若　ジャク
若　わか。い
若　も。しくわ
苦　ク
苦　くる。しい
苦　にが。い
英　エイ
茂　モ
茂　しげ。る
茎　ケイ
茎　くき
表　ヒョウ
表　おもて
表　あら。わす
迫　ハク
迭　テツ
述　ジュツ
述　の。べる
邸　テイ
金　キン
金　コン
金　かね
長　チョウ
長　なが。い
門　モン
門　かど
阻　ソ
附　フ
雨　ウ
雨　あめ
青　セイ
青　ショウ
青　あお
青　あお。い
非　ヒ
担　タン
斉　セイ
乗　ジョウ
乗　の。る
亭　テイ
甚　ジン
甚　はなは。だしい
侯　コウ
侵　シン
侵　おか。す
係　ケイ
係　かかり
係　かか。る
便　ベン
便　びん
俊　シュン
俗　ゾク
保　ホウ
保　たも。つ
信　シン
信　しん
信　＊＊
促　ソク
促　うなが。す
冒　ボウ
冒　おか。す
冠　カン
冠　かっむり
則　ソク
削　サク
削　けず。る
前　ゼン
前　まえ
勅　チョク
勇　ユウ
勇　いさ。ましい
卑　ヒ
卑　いや。しい
卑　いや。しめる
南　マッ
南　みなみ
巻　ケン
巻　まき
巻　ま。く
厘　リン
厚　コウ
厚　あつ。い
咲　さ。く
哀　アイ
哀　あわ。れ
哀　あわ。れむ
品　ヒン
品　しな
単　タン
型　ケイ
型　かた
城　ジョウ
城　しろ
垣　かき
奏　ソウ
奏　そう。する
契　ケイ
契　ちぎ。る
姻　イン
姿　シ
姿　すがた
威　イ
孤　コ
客　キャク
客　かく
宣　セン
室　シツ
室　むろ
封　フウ
封　ふう。ずる
封　ホウ
専　セン
屋　オク
屋　や
峠　トウゲ
峡　キョウ
帝　テイ
帥　スイ
幽　ユウ
度　ド
建　ケン
建　た。てる
建　た。つ
建　だて
弧　コ
待　タイ
待　ま。つ
律　リツ
後　ゴ
後　コウ
後　うし。ろ
後　のち
後　あと
怒　ド
怒　いか。る
思　シ
思　おも。う
怠　タイ
怠　おこた。る
怠　おこた。り
急　セン
急　いそ。ぎ
急　いそ。ぐ
恒　コウ
恨　コン
恨　うら。み
恨　うら。む
悔　カイ
悔　く。いる
悔　くや。む
悔　くや。み
拷　ゴウ
括　カツ
拾　ジュウ
拾　シュウ
拾　ひろ。う
持　ジ
持　も。ち
持　も。つ
指　シ
指　ゆび
挑　チョウ
政　セイ
政　ショウ
政　まつりごと
故　コ
叙　ジョ
叙　じょ。する
施　シ
施　セ
施　ほどこ。す
星　セイ
星　ジョウ
星　ほし
映　エイ
映　うつ。る
春　シュン
春　はる
昨　サク
昭　ショウ
是　ゼ
昼　チュウ
昼　ひる
枯　コ
枯　かれ。る
枯　から。す
架　カ
架　か。する
柄　ヘイ
柄　え
柄　がら
某　ボウ
染　セン
染　そ。める
染　そ。まる
柔　ジュウ
柔　ニュウ
柔　やわ。らかい
査　サ
柱　チュウ
柱　はしら
柳　リュウ
柳　やなぎ
栄　エイ
栄　さか。え
栄　さか。える
段　ダン
泉　セン
泉　いずみ
洋　ヨウ
洪　コウ
洗　セン
洗　あら。う
津　つ
活　カツ
派　ハ
海　カイ
海　うみ
浄　ジョウ
洞　ドウ
洞　ほら
浅　セン
浅　あさ。い
炭　タン
炭　すみ
為　イ
牲　セイ
狩　シュ
狩　か。り
狩　か。る
狭　キョウ
狭　せま。い
独　ドク
珍　チン
珍　めずら。しい
界　かい
畑　はた
畑　はたけ
疫　エキ
発　ハツ
皆　カイ
皆　みな
皇　コウ
皇　オウ
盆　ボン
県　ケン
相　ソウ
相　ショウ
相　あい
盾　ジュン
省　ショウ
省　セイ
省　はぶ。く
看　カン
砂　シャ
砂　サ
砂　すな
研　ケン
砕　サイ
砕　くだ。く
祖　ソ
祝　シュク
祝　いわ。い
祝　いわ。う
神　シン
神　ジン
神　かみ
秋　シュウ
秋　あき
科　カ
秒　ビョウ
窃　セツ
糾　キュウ
紀　キ
約　ヤク
紅　コウ
紅　ク
紅　くれない
紅　べに
級　キュウ
美　ビ
美　うつく。しい
耐　タイ
耐　たえ。る
肺　ハイ
胃　イ
背　ハイ
背　せ
胎　タイ
胞　ホウ
胆　タン
臭　シュウ
臭　くさ。い
茶　チャ
草　ソウ
草　くさ
荒　コウ
荒　あら。い
荒　あ。れる
荘　ソウ
虐　ギャク
要　ヨウ
要　よう。する
訂　テイ
計　ケイ
計　はか。る
変　ヘン
変　か。わる
変　か。える
貞　テイ
負　フ
負　お。う
負　まけ
負　まけ。る
赴　フ
軌　キ
軍　グン
迷　メイ
迷　まよ。う
迷　まよ。わす
追　ツイ
追　お。う
退　タイ
退　しりぞ。く
退　しりぞ。ける
送　ソウ
送　おく。る
逃　トウ
逃　に。げる
逆　ギャク
郊　コウ
郎　ロウ
重　チョウ
重　ジュウ
重　おも。い
重　かさ。ねる
重　ーえ
面　メン
面　おもて
面　おも
限　ゲン
限　かぎ。り
限　かぎ。る
革　カク
音　オン
音　イン
音　ね
音　おと
風　フウ
風　かぜ
飛　ヒ
飛　と。ぶ
食　ショク
食　た。べる
食　く。う
首　シュウ
首　くび
香　コウ
香　か
点　テン
